SPEC,STRAT,YEAR,INT,sampleID,right.total.length.mm,left.total.length.mm
1774,628.5,6138.792,6250,NA,NA,NA
1775,628.2,6148.507,6250,NA,NA,NA
1776,524.1,9498.518,9500,NA,NA,NA
1777,450.3,11596.93,11750,L-1777,1.8135,1.7732
1778,451.5,11558.07,11750,NA,NA,NA
1779,485.8,10465.147,10500,NA,NA,NA
1780,486.4,10445.718,10500,NA,NA,NA
1781,487.7,10408.477,10500,L-1781,7.9756,6.439
1782,485.4,10478.101,10500,NA,NA,NA
1783,487.9,10402.001,10500,NA,NA,NA
1784,524.5,9485.565,9500,NA,NA,NA
1785,524.6,9482.326,9500,NA,NA,NA
1786,487.5,10414.954,10500,L-1786,2.1762,2.3777
1787,450.6,11587.215,11750,L-1787,2.4583,2.2971
1788,450.6,NA,NA,L-1788,7.4634,7.6829
1789,451.3,11564.547,11750,L-1789,3.9512,6.1462
1789.1,450.6,11587.215,11750,NA,NA,NA
1789.2,450.6,11587.215,11750,NA,NA,NA
1790,451.3,11564.547,11750,NA,NA,NA
1791,524.1,9498.518,9500,NA,NA,NA
1792,451.3,11564.547,11750,NA,NA,NA
1793,451.3,11564.547,11750,NA,NA,NA
1794,450.7,11583.977,11750,NA,NA,NA
1795,451.3,11564.547,11750,NA,NA,NA
1796,487.6,10411.716,10500,NA,NA,NA
1797,487.3,10416.573,10500,NA,NA,NA
1798,525.8,9443.467,9500,NA,NA,NA
1799,488.3,10389.048,10500,NA,NA,NA
1800.1,628,6154.983,6250,NA,NA,NA
1800.2,628,6154.983,6250,NA,NA,NA
1801,628,6154.983,6250,NA,NA,NA
1802,627.8,6161.46,6250,NA,NA,NA
1803,628.2,6148.507,6250,NA,NA,NA
1804,628,6154.983,6250,NA,NA,NA
1805,450.7,11583.977,11750,NA,NA,NA
1806,488.7,10376.094,10500,L-1806,2.7001,2.2165
1807,449,11639.028,11750,L-1807,6.7,6.9
1808,489.1,10363.141,10500,L-1808,12.822,14.595
1809,448,11671.411,11750,L-1809,1.2493,1.4105
1810,451.6,11554.832,11750,NA,NA,NA
1811,488.2,10392.286,10500,NA,NA,NA
1812,525.1,9466.135,9500,NA,NA,NA
1813,498.3,10087.887,10250,NA,NA,NA
1814,528.7,9349.556,9500,NA,NA,NA
1815,529.1,9336.603,9500,L-1815,14.186,13.231
1817,489.2,10359.903,10500,NA,NA,NA
1818,628.1,6151.745,6250,NA,NA,NA
1819,627.6,6167.936,6250,NA,NA,NA
1820,628.2,6148.507,6250,NA,NA,NA
1821,627.9,6158.221,6250,NA,NA,NA
1822,627.9,6158.221,6250,NA,NA,NA
1823,452,11541.879,11750,NA,NA,NA
1824,452,11541.879,11750,NA,NA,NA
1825,451.5,11558.07,11750,NA,NA,NA
1826,451.5,11558.07,11750,L-1826,12.003,12.685
1827,456.3,11402.632,11500,NA,NA,NA
1828.1,457,11379.964,11500,L-1828A,1.8538,2.2568
1828.2,457,11379.964,11500,NA,NA,NA
1829,488.7,10376.094,10500,NA,NA,NA
1830,451.5,11558.07,11750,NA,NA,NA
1831,451.9,11545.117,11750,L-1831,2.5389,2.7807
1832,451.8,11548.355,11750,NA,NA,NA
1833,488.4,10385.809,10500,NA,NA,NA
1834,487.3,10416.573,10500,L-1834,8.4145,8.195
1835,627.9,6158.221,6250,NA,NA,NA
1836,627.6,6167.936,6250,NA,NA,NA
1837,628,6154.983,6250,NA,NA,NA
1838,528.8,9346.318,9500,NA,NA,NA
1839,530.6,9288.029,9500,NA,NA,NA
1840.1,451.7,11551.594,11750,L-1840A,2.7805,5.6341
1840.2,451.7,11551.594,11750,L-1840B,1.3299,1.5314
1841,452.3,11532.164,11750,NA,NA,NA
1842,451.8,11548.355,11750,L-1842,4.1106,4.1912
1843,452.3,11532.164,11750,NA,NA,NA
1844,487.8,10405.239,10500,L-1844,10.317,8.2682
1845,488.1,10395.524,10500,NA,NA,NA
1846,488.3,10389.048,10500,NA,NA,NA
1847,530.5,9291.267,9500,NA,NA,NA
1848,530.5,9291.267,9500,NA,NA,NA
1849,488.1,10395.524,10500,NA,NA,NA
1850,488.3,10389.048,10500,L-1850,2.2683,2.3414
1851,451.6,11554.832,11750,L-1851,5.7,6.45
1852,451.6,11554.832,11750,L-1852,6.25,6.7
1853,451.4,11561.309,11750,NA,NA,NA
1854,530.2,9300.982,9500,NA,NA,NA
1855,530.2,9300.982,9500,NA,NA,NA
1856,454.8,11451.207,11500,L-1856,3.2927,3.4309
1857,530.1,9304.22,9500,NA,NA,NA
1858,487.5,10414.954,10500,L-1858,15.686,18.278
1859,630.5,6074.026,6250,NA,NA,NA
1860,628.9,6125.839,6250,NA,NA,NA
1861.1,630.6,6070.788,6250,NA,NA,NA
1861.2,630.6,6070.788,6250,NA,NA,NA
1862,630.2,6083.741,6250,NA,NA,NA
1863,631.4,6044.881,6250,NA,NA,NA
1864,530.2,9300.982,9500,NA,NA,NA
1865,530.2,9300.982,9500,NA,NA,NA
1866,451.8,11548.355,11750,NA,NA,NA
1867,451.6,11554.832,11750,NA,NA,NA
1869,454.7,11454.445,11500,L-1869,2.9999,3.2927
1870,454.5,11460.922,11500,NA,NA,NA
1871,488.1,10395.524,10500,L-1871,2.9268,3.3658
1872,530.2,9300.982,9500,NA,NA,NA
1873,530.2,9300.982,9500,NA,NA,NA
1874.1,487.7,10408.477,10500,NA,NA,NA
1874.2,487.7,10408.477,10500,NA,NA,NA
1875,530.2,9300.982,9500,NA,NA,NA
1876,530.5,9291.267,9500,NA,NA,NA
1877,488.2,10392.286,10500,L-1877,3.3658,3.6585
1878,457,11379.964,11500,L-1878,2.1219,2.2683
1879,457,11379.964,11500,NA,NA,NA
1880,531.4,9262.123,9500,NA,NA,NA
1881,530.5,9291.267,9500,NA,NA,NA
1882,455.3,11435.015,11500,L-1882,2.4878,2.1219
1883,453,11509.496,11750,NA,NA,NA
1884,457,11379.964,11500,NA,NA,NA
1885,631.5,6041.643,6250,NA,NA,NA
1886,630.1,6086.979,6250,NA,NA,NA
1887,629.1,6119.362,6250,NA,NA,NA
1888,630.7,6067.549,6250,NA,NA,NA
1889,631.6,6038.405,6250,NA,NA,NA
1890,631.5,6041.643,6250,NA,NA,NA
1891,632.1,6022.213,6250,NA,NA,NA
1892,632.2,6018.975,6250,NA,NA,NA
1893,531.4,9262.123,9500,NA,NA,NA
1894,532.4,9229.74,9250,NA,NA,NA
1895,630.2,6083.741,6250,NA,NA,NA
1896,630,6090.217,6250,NA,NA,NA
1897,630.9,6061.073,6250,NA,NA,NA
1898,631.4,6044.881,6250,NA,NA,NA
1899,535.8,9119.638,9250,NA,NA,NA
1900,451.8,11548.355,11750,NA,NA,NA
1901,451.8,11548.355,11750,NA,NA,NA
1902,451.5,11558.07,11750,L-1902,3.5953,3.439
1903.1,457,11379.964,11500,NA,NA,NA
1903.2,457,11379.964,11500,NA,NA,NA
1904,488.7,10376.094,10500,NA,NA,NA
1905,488.6,10379.333,10500,NA,NA,NA
1906,534.4,9164.974,9250,NA,NA,NA
1907,457,11379.964,11500,L-1907,1.9756,2.4146
1908,452.6,11522.449,11750,L-1908,2.0553,2.1359
1909,455.2,11438.254,11500,NA,NA,NA
1910,455.8,11418.824,11500,L-1910,8.9268,9.4389
1911,632,6025.452,6250,NA,NA,NA
1912,632,6025.452,6250,NA,NA,NA
1913,632,6025.452,6250,NA,NA,NA
1914,631.8,6031.928,6250,NA,NA,NA
1915,631.9,6028.69,6250,NA,NA,NA
1916,457,11379.964,11500,L-1916,3.2195,8.2682
1917,534,9177.927,9250,NA,NA,NA
1918,530.4,9294.506,9500,NA,NA,NA
1919,457,11379.964,11500,NA,NA,NA
1920,631.8,6031.928,6250,NA,NA,NA
1922,632,6025.452,6250,NA,NA,NA
1923,631.5,6041.643,6250,NA,NA,NA
1924,632.1,6022.213,6250,NA,NA,NA
1925,537,9080.778,9250,NA,NA,NA
1926,537.7,9058.11,9250,NA,NA,NA
1927,457,11379.964,11500,NA,NA,NA
1928,452.7,11519.211,11750,L-1928,3.2195,3.3658
1929,454.7,11454.445,11500,L-1929,2.0956,2.9016
1930,491.1,10298.375,10500,L-1930,6.8048,7.6097
1931,488.8,10372.856,10500,NA,NA,NA
1932,491.9,10295.137,10500,NA,NA,NA
1933,488.8,10372.856,10500,NA,NA,NA
1934,457,11379.964,11500,NA,NA,NA
1935,538.4,9035.442,9250,NA,NA,NA
1936,538.1,9045.157,9250,L-1936,1.4508,1.3702
1937,538,9048.395,9250,NA,NA,NA
1938,489.3,10356.665,10500,L-1938,2.3414,2.561
1939,633.4,5980.116,6000,NA,NA,NA
1940,632.3,6015.737,6250,NA,NA,NA
1941,633.2,5986.592,6000,NA,NA,NA
1942,633,5993.069,6000,NA,NA,NA
1943,531.5,9258.884,9500,NA,NA,NA
1944,458.3,11337.867,11500,L-1944,2.1359,5.8435
1945,457.1,11376.726,11500,NA,NA,NA
1946,490,10333.997,10500,NA,NA,NA
1947,633.4,5980.116,6000,NA,NA,NA
1948,634,5960.686,6000,NA,NA,NA
1949,633.9,5963.924,6000,NA,NA,NA
1950,532.8,9216.787,9250,NA,NA,NA
1951,531,9275.076,9500,NA,NA,NA
1952,532.3,9232.978,9250,NA,NA,NA
1953,533.9,9181.165,9250,NA,NA,NA
1954,491.8,10298.375,10500,L-1954,1.8135,1.9344
1955,491.9,10295.137,10500,NA,NA,NA
1956,459.2,11308.722,11500,NA,NA,NA
1957,457,11379.964,11500,NA,NA,NA
1958,462.6,11198.62,11250,L-1958,9.1463,9.0731
1959,532.3,9232.978,9250,NA,NA,NA
1960,492,10291.899,10500,NA,NA,NA
1961,488.8,10372.856,10500,L-1961,2.2683,3.439
1962,492.4,10278.946,10500,NA,NA,NA
1963,533.8,9184.404,9250,L-1963,2.3374,2.8613
1964,634.4,5947.733,6000,NA,NA,NA
1965,634.5,5944.494,6000,NA,NA,NA
1966,632.3,6015.737,6250,NA,NA,NA
1967,632.3,6015.737,6250,NA,NA,NA
1968,534,9177.927,9250,NA,NA,NA
1969,633.2,5986.592,6000,NA,NA,NA
1970,632.8,5999.545,6000,NA,NA,NA
1971,632.5,6009.26,6250,NA,NA,NA
1972,634.4,5947.733,6000,NA,NA,NA
1973,632.9,5996.307,6000,NA,NA,NA
1974,632.6,6006.022,6250,NA,NA,NA
1975,534.2,9171.45,9250,NA,NA,NA
1977,462.6,11198.62,11250,NA,NA,NA
1978,462.6,11198.62,11250,L-1978,7.2438,6.439
1979,536.1,9109.923,9250,NA,NA,NA
1980,536.3,9103.446,9250,NA,NA,NA
1981,536.1,9109.923,9250,NA,NA,NA
1982,461.5,11234.241,11250,L-1982,1.9344,2.1359
1983,462.6,11198.62,11250,NA,NA,NA
1984,458,11347.581,11500,NA,NA,NA
1985,458,11347.581,11500,NA,NA,NA
1986,632.8,5999.545,6000,NA,NA,NA
1987,633.2,5986.592,6000,NA,NA,NA
1988,458,11347.581,11500,L-1988,2.5792,3.5061
1989,458,11347.581,11500,NA,NA,NA
1990,458.4,11334.628,11500,NA,NA,NA
1991,457.6,11360.535,11500,NA,NA,NA
1992,458.6,11328.152,11500,NA,NA,NA
1993,458.4,11334.628,11500,NA,NA,NA
1994,458.1,11344.343,11500,NA,NA,NA
1995,458.6,11328.152,11500,L-1995,2.4583,2.2971
1996,509.6,9870.921,10000,NA,NA,NA
1997,509.8,9864.445,10000,NA,NA,NA
1998,509.8,9864.445,10000,NA,NA,NA
1999,459.1,11311.96,11500,NA,NA,NA
2000,632.5,6009.26,6250,NA,NA,NA
2001,635.2,5923.445,6000,NA,NA,NA
2002,635.2,5923.445,6000,NA,NA,NA
2003,634.7,5938.018,6000,NA,NA,NA
2004,635.3,5920.207,6000,NA,NA,NA
2005,635.7,5907.254,6000,NA,NA,NA
2006.1,489.1,10363.141,10500,L-2006A,15.686,16.777
2006.2,489.1,10363.141,10500,L-2006B,6.6,6
2007,493.3,10249.801,10250,NA,NA,NA
2008,461.1,11247.194,11250,L-2008,5.2,5.85
2009,459.2,11308.722,11500,L-2009,10.683,9.4389
2010,494.4,10214.18,10250,NA,NA,NA
2011,462.7,11195.382,11250,L-2011,2.1359,3.0628
2012,462.6,11198.62,11250,NA,NA,NA
2013,462.6,11198.62,11250,L-2013,1.2493,2.3374
2014,462.6,11198.62,11250,L-2014,2.5,2.75
2015,462.6,11198.62,11250,L-2015,2.3,2.2
2016,462.6,11198.62,11250,NA,NA,NA
2017,462.6,11198.62,11250,L-2017,15.959,18.687
2018,462.6,11198.62,11250,NA,NA,NA
2019,462.6,11198.62,11250,NA,NA,NA
2020,506.2,9981.023,10000,NA,NA,NA
2021,506.7,9964.832,10000,L-2021,10.097,10.244
2022,509,9890.351,10000,NA,NA,NA
2023,634.5,5944.494,6000,NA,NA,NA
2024,634.6,5941.256,6000,NA,NA,NA
2025,635.4,5916.969,6000,NA,NA,NA
2026,634.2,5954.209,6000,NA,NA,NA
2027,634.4,5947.733,6000,NA,NA,NA
2028,496.2,10155.891,10250,L-2028,0.9672,1.1284
2029,495,10194.75,10250,NA,NA,NA
2030,559.8,8345.686,8500,NA,NA,NA
2031,505.4,10006.929,10250,L-2031,1.612,1.3299
2032,462.6,11198.62,11250,NA,NA,NA
2033,495.7,10172.082,10250,NA,NA,NA
2034,506.3,9977.785,10000,NA,NA,NA
2035,509.2,9883.874,10000,NA,NA,NA
2036,495.7,10172.082,10250,NA,NA,NA
2037,495.7,10172.082,10250,NA,NA,NA
2038,634.5,5944.494,6000,NA,NA,NA
2039,634.5,5944.494,6000,NA,NA,NA
2040,635.1,5926.684,6000,NA,NA,NA
2041,635.5,5913.731,6000,NA,NA,NA
2042,634.2,5954.209,6000,NA,NA,NA
2043,635.6,5910.492,6000,NA,NA,NA
2044,634.5,5944.494,6000,NA,NA,NA
2045,634.5,5944.494,6000,NA,NA,NA
2046,458.3,11337.867,11500,NA,NA,NA
2047,458.1,11344.343,11500,NA,NA,NA
2048,457.9,11350.82,11500,NA,NA,NA
2049,457.9,11350.82,11500,NA,NA,NA
2050,458.6,11328.152,11500,NA,NA,NA
2051,458.6,11328.152,11500,L-2051,8.7073,10.171
2052,493.7,10236.848,10250,NA,NA,NA
2053,511.5,9809.394,10000,NA,NA,NA
2054,495.3,10185.035,10250,NA,NA,NA
2056,458.6,11328.152,11500,NA,NA,NA
2057,458.3,11337.867,11500,NA,NA,NA
2058,458.7,11324.913,11500,L-2058,13.498,14.322
2059,634.8,5936.399,6000,NA,NA,NA
2060,635.2,5923.445,6000,NA,NA,NA
2061,635.9,5900.777,6000,NA,NA,NA
2062,637.2,5858.68,6000,NA,NA,NA
2063,637.1,5861.918,6000,NA,NA,NA
2064,637.2,5858.68,6000,NA,NA,NA
2065,458.6,11328.152,11500,L-2065,13.776,12.685
2066,458.6,11328.152,11500,NA,NA,NA
2067,492.7,10269.231,10500,NA,NA,NA
2068,458.1,11344.343,11500,NA,NA,NA
2069,457.9,11350.82,11500,NA,NA,NA
2070,458.3,11337.867,11500,NA,NA,NA
2071,636.6,5878.109,6000,NA,NA,NA
2072,638.2,5826.297,6000,NA,NA,NA
2073,636.8,5871.633,6000,NA,NA,NA
2074,639.2,5793.914,6000,NA,NA,NA
2075,463.5,11169.476,11250,L-2075,11.185,11.594
2076,463.5,11169.476,11250,NA,NA,NA
2077,463.5,11169.476,11250,NA,NA,NA
2078,463.5,11169.476,11250,NA,NA,NA
2079,459.9,11286.054,11500,NA,NA,NA
2080,458.8,11321.675,11500,NA,NA,NA
2081,463,11185.667,11250,NA,NA,NA
2082,463.5,11169.476,11250,NA,NA,NA
2083,497.3,10120.27,10250,L-2083,3,3.7317
2084,497.7,10107.316,10250,NA,NA,NA
2085,498.2,10091.125,10250,NA,NA,NA
2086,497.7,10107.316,10250,L-2086,2.5389,2.0956
2087,498,10097.601,10250,NA,NA,NA
2088,496.7,10139.699,10250,L-2088,10.639,14.732
2089,497.7,10107.316,10250,L-2089,1.9756,6.6584
2090,640.7,5745.339,5750,NA,NA,NA
2091,640.4,5755.054,6000,NA,NA,NA
2092,637,5865.156,6000,NA,NA,NA
2093,640.4,5755.054,6000,NA,NA,NA
2094,567.9,8083.385,8250,NA,NA,NA
2095,567.9,8083.385,8250,NA,NA,NA
2096,567.8,8086.623,8250,NA,NA,NA
2097,641,5735.625,5750,NA,NA,NA
2098,639.2,5793.914,6000,NA,NA,NA
2099,498.3,10087.887,10250,NA,NA,NA
2100,498.1,10094.363,10250,NA,NA,NA
2101,568,8080.147,8250,NA,NA,NA
2102,638,5832.773,6000,NA,NA,NA
2103,635.5,5913.731,6000,NA,NA,NA
2104,456.6,11392.918,11500,NA,NA,NA
2105,637.8,5839.25,6000,NA,NA,NA
2106,460.4,11269.863,11500,NA,NA,NA
2107,462.6,11198.62,11250,NA,NA,NA
2108,462.9,11188.905,11250,NA,NA,NA
2109,462.6,11198.62,11250,NA,NA,NA
2111,462.8,11192.144,11250,L-2111,6.1,6.5
2112,458.8,11321.675,11500,L-2112,2.1,3.2
2113,462.3,11208.335,11250,NA,NA,NA
2114,458.8,11321.675,11500,NA,NA,NA
2115,464.4,11140.331,11250,NA,NA,NA
2116,463.5,11169.476,11250,L-2116,1.9,2.15
2117.1,463.5,11169.476,11250,L-2117A,3,2.561
2117.2,463.5,11169.476,11250,NA,NA,NA
2118,463.5,11169.476,11250,NA,NA,NA
2119,463.5,11169.476,11250,NA,NA,NA
2120,463.5,11169.476,11250,NA,NA,NA
2121,463.5,11169.476,11250,NA,NA,NA
2122,502.4,9955.117,10000,NA,NA,NA
2123,501.5,9984.261,10000,NA,NA,NA
2124,502.4,9955.117,10000,L-2124,1.4508,2.015
2125,498.6,10078.172,10250,NA,NA,NA
2126,501,10000.453,10250,NA,NA,NA
2127,503.7,9913.019,10000,NA,NA,NA
2128,567.9,8083.385,8250,NA,NA,NA
2129,567.7,8089.862,8250,NA,NA,NA
2130,567.6,8093.1,8250,NA,NA,NA
2131,637.3,5855.441,6000,NA,NA,NA
2132,639.3,5790.676,6000,NA,NA,NA
2133,637.2,5858.68,6000,NA,NA,NA
2134,639.2,5793.914,6000,NA,NA,NA
2135,637.5,5848.965,6000,NA,NA,NA
2136,504.3,9893.589,10000,L-2136,7.2439,7.6828
2137,503.5,9919.496,10000,NA,NA,NA
2138,504.4,9890.351,10000,NA,NA,NA
2139,504.4,9890.351,10000,NA,NA,NA
2140,504.4,9890.351,10000,NA,NA,NA
2141,504.4,9890.351,10000,L-2141,3.0731,3.2927
2142,504.4,9890.351,10000,NA,NA,NA
2143,504.4,9890.351,10000,NA,NA,NA
2144,504.4,9890.351,10000,NA,NA,NA
2145,462.9,11188.905,11250,L-2145,2.0553,2.3374
2146,463.1,11182.429,11250,NA,NA,NA
2147,462.7,11195.382,11250,L-2147,2.1359,2.5792
2148,462.9,11188.905,11250,L-2148,3.9494,5.5389
2149,463,11185.667,11250,NA,NA,NA
2150,464,11153.284,11250,NA,NA,NA
2151,464.4,11140.331,11250,NA,NA,NA
2152,464.4,11140.331,11250,NA,NA,NA
2153,463.5,11169.476,11250,NA,NA,NA
2154,642,5703.242,5750,NA,NA,NA
2155,641,5735.625,5750,NA,NA,NA
2156,641.2,5729.148,5750,NA,NA,NA
2157,641.1,5732.386,5750,NA,NA,NA
2158,641.6,5716.195,5750,NA,NA,NA
2159,464.7,11130.616,11250,NA,NA,NA
2160,464.9,11124.139,11250,L-2160,3.878,3.3658
2161,464.8,11127.378,11250,L-2161,2.3414,2.7805
2162,504.9,9874.159,10000,NA,NA,NA
2163,658,5236.928,5250,NA,NA,NA
2165,567.6,8093.1,8250,NA,NA,NA
2166,567,8112.53,8250,NA,NA,NA
2167,643.7,5651.429,5750,NA,NA,NA
2168,642.9,5677.335,5750,NA,NA,NA
2169,644.5,5625.523,5750,NA,NA,NA
2170,643,5674.097,5750,NA,NA,NA
2171,501.4,9987.5,10000,NA,NA,NA
2172,502.4,9955.117,10000,L-2172,7.7561,8.0487
2173,501.9,9971.308,10000,NA,NA,NA
2174,502.1,9964.832,10000,NA,NA,NA
2175,649.3,5470.085,5500,NA,NA,NA
2176,647.1,5541.327,5750,NA,NA,NA
2177,651.1,5411.796,5500,NA,NA,NA
2178,649.5,5463.608,5500,NA,NA,NA
2179,654.6,5347.03,5500,NA,NA,NA
2180,657,5269.311,5500,NA,NA,NA
2181,651.7,5392.366,5500,NA,NA,NA
2182,647.4,5531.612,5750,NA,NA,NA
2183,652.4,5418.272,5500,NA,NA,NA
2184,647.4,5531.612,5750,NA,NA,NA
2185,654.6,5347.03,5500,NA,NA,NA
2186,647.7,5521.897,5750,NA,NA,NA
2187,642.6,5687.05,5750,NA,NA,NA
2188,646.2,5570.472,5750,NA,NA,NA
2189,646.9,5547.804,5750,NA,NA,NA
2190,646.8,5551.042,5750,NA,NA,NA
2191,647.3,5534.851,5750,NA,NA,NA
2192,643.4,5661.144,5750,NA,NA,NA
2193,648.2,5505.706,5750,NA,NA,NA
2194,646.5,5560.757,5750,NA,NA,NA
2195,648.4,5499.229,5500,NA,NA,NA
2196,648.5,5495.991,5500,NA,NA,NA
2197,650.9,5418.272,5500,NA,NA,NA
2198,650.4,5434.464,5500,NA,NA,NA
2199,650.5,5431.225,5500,NA,NA,NA
2200,658.6,5217.498,5250,NA,NA,NA
2201,659.4,5191.592,5250,NA,NA,NA
2202,653.6,5379.413,5500,NA,NA,NA
2203,650.7,5424.749,5500,NA,NA,NA
2204,654,5366.46,5500,NA,NA,NA
2205,650.5,5431.225,5500,NA,NA,NA
2206,650.5,5431.225,5500,NA,NA,NA
2207,654.3,5356.745,5500,NA,NA,NA
2208,505.3,10010.168,10250,L-2208,7.9755,10.317
2209,505.3,10010.168,10250,NA,NA,NA
2210,504.7,9880.636,10000,L-2210,7.6097,8.634
2211,504.7,9880.636,10000,L-2211,9.1463,8.5609
2212,504.7,9880.636,10000,NA,NA,NA
2213,505.3,10010.168,10250,NA,NA,NA
2214,504.3,9893.589,10000,L-2214,1.9756,2.1219
2215,503,9935.687,10000,NA,NA,NA
2216,566,8144.912,8250,NA,NA,NA
2217,569.1,8044.525,8250,NA,NA,NA
2218,569.5,8031.572,8250,NA,NA,NA
2220,566.8,8119.006,8250,NA,NA,NA
2221,664.9,5016.724,5250,NA,NA,NA
2222,656.8,5275.787,5500,NA,NA,NA
2223,663.7,5055.584,5250,NA,NA,NA
2224,666.4,4968.15,5000,NA,NA,NA
2225,652.4,5418.272,5500,NA,NA,NA
2226,656.3,5291.979,5500,NA,NA,NA
2227,657.4,5256.358,5500,NA,NA,NA
2228,657.8,5243.404,5250,NA,NA,NA
2229,654.7,5343.791,5500,NA,NA,NA
2230,656.6,5282.264,5500,NA,NA,NA
2231,657.2,5262.834,5500,NA,NA,NA
2232,651.3,5405.319,5500,NA,NA,NA
2233,651.3,5405.319,5500,NA,NA,NA
2234,654,5366.46,5500,NA,NA,NA
2235,653.9,5369.698,5500,NA,NA,NA
2236,651.4,5402.081,5500,NA,NA,NA
2237,652.4,5418.272,5500,NA,NA,NA
2238,651.1,5411.796,5500,NA,NA,NA
2239,650.1,5444.178,5500,NA,NA,NA
2240,652.2,5424.749,5500,NA,NA,NA
2241,654.4,5353.506,5500,NA,NA,NA
2242,505.7,9997.214,10000,L-2242,2.1219,2.561
2243,510.3,9848.253,10000,NA,NA,NA
2244,508.9,9893.589,10000,NA,NA,NA
2245,510.9,9828.823,10000,NA,NA,NA
2246,509.3,9880.636,10000,NA,NA,NA
2247,509.8,9864.445,10000,NA,NA,NA
2248,505.5,10003.691,10250,NA,NA,NA
2249,508.4,9909.781,10000,NA,NA,NA
2250,506.1,9984.261,10000,L-2250,9.439,10.976
2251,643.2,5667.62,5750,NA,NA,NA
2252,642.8,5680.574,5750,NA,NA,NA
2253,648,5512.183,5750,NA,NA,NA
2254,646.5,5560.757,5750,NA,NA,NA
2255,646.5,5560.757,5750,NA,NA,NA
2256,646.4,5563.995,5750,NA,NA,NA
2257,653.1,5395.604,5500,NA,NA,NA
2258,647.9,5515.421,5750,NA,NA,NA
2259,649.6,5460.37,5500,NA,NA,NA
2260,648.2,5505.706,5750,NA,NA,NA
2261,648.7,5489.515,5500,NA,NA,NA
2262,642.9,5677.335,5750,NA,NA,NA
2263,671.2,4824.046,5000,L-2263,1.5314,1.6926
2264,670.5,4846.714,5000,L-2264,1.4105,1.6523
2265,665.2,5007.009,5250,NA,NA,NA
2266,512.9,9764.058,10000,L-2266,7.9755,7.9023
2267,511.9,9796.44,10000,NA,NA,NA
2268,512.6,9773.772,10000,NA,NA,NA
2269,510.9,9828.823,10000,NA,NA,NA
2270,665.8,4987.58,5000,NA,NA,NA
2271,665.4,5000.533,5250,NA,NA,NA
2272,666.2,4974.626,5000,NA,NA,NA
2273,664.1,5042.63,5250,NA,NA,NA
2275,665.6,4994.056,5000,NA,NA,NA
2276,665.6,4994.056,5000,NA,NA,NA
2277,648.4,5499.229,5500,NA,NA,NA
2278,647,5544.565,5750,NA,NA,NA
2279,648.3,5502.468,5750,NA,NA,NA
2280,648,5512.183,5750,NA,NA,NA
2281,648,5512.183,5750,NA,NA,NA
2282,646.9,5547.804,5750,NA,NA,NA
2283,649.3,5470.085,5500,NA,NA,NA
2284,649.7,5457.132,5500,NA,NA,NA
2285,515.4,9683.1,9750,L-2285,3.55,4.15
2286,514.8,9702.53,9750,NA,NA,NA
2287,515.2,9689.577,9750,L-2287,10.39,10.902
2288,514.9,9699.292,9750,L-2288,7.756,9.0731
2289,517.3,9621.573,9750,NA,NA,NA
2290,514.2,9721.96,9750,L-2290,7.5365,8.0488
2291,515.7,9673.385,9750,L-2291,16.641,16.914
2292,650.7,5424.749,5500,NA,NA,NA
2293,650.4,5434.464,5500,NA,NA,NA
2294,652.1,5427.987,5500,NA,NA,NA
2295,574.6,7866.42,8000,NA,NA,NA
2296,572,7950.615,8000,NA,NA,NA
2297,650.2,5440.94,5500,NA,NA,NA
2298,650.3,5437.702,5500,NA,NA,NA
2299,651.9,5385.889,5500,NA,NA,NA
2300,651.3,5405.319,5500,NA,NA,NA
2301,650.8,5421.51,5500,NA,NA,NA
2302,651.2,5408.557,5500,NA,NA,NA
2303,650.9,5418.272,5500,NA,NA,NA
2304,651.2,5408.557,5500,NA,NA,NA
2305,650.2,5440.94,5500,NA,NA,NA
2306,651.6,5395.604,5500,NA,NA,NA
2307,649.4,5466.847,5500,NA,NA,NA
2308.1,647.7,5521.897,5750,NA,NA,NA
2308.2,647.7,5521.897,5750,NA,NA,NA
2309,646.8,5551.042,5750,NA,NA,NA
2310,651.2,5408.557,5500,NA,NA,NA
2311,651.6,5395.604,5500,NA,NA,NA
2312,644.8,5615.808,5750,NA,NA,NA
2313.1,651.8,5389.128,5500,NA,NA,NA
2313.2,651.8,5389.128,5500,NA,NA,NA
2314,652.1,5427.987,5500,NA,NA,NA
2315,573.6,7898.802,8000,NA,NA,NA
2316,573.5,7902.041,8000,NA,NA,NA
2317,573.1,7914.994,8000,NA,NA,NA
2318,570.3,8005.666,8250,NA,NA,NA
2319,515.7,9673.385,9750,NA,NA,NA
2320,653.7,5376.174,5500,NA,NA,NA
2321,653.8,5372.936,5500,NA,NA,NA
2322,645.7,5586.663,5750,NA,NA,NA
2323,547.8,8731.043,8750,NA,NA,NA
2324,654.8,5340.553,5500,NA,NA,NA
2325,515.8,9670.147,9750,NA,NA,NA
2326,654.8,5340.553,5500,NA,NA,NA
2328,654.2,5359.983,5500,NA,NA,NA
2329,652.6,5411.796,5500,NA,NA,NA
2430,651.7,5392.366,5500,NA,NA,NA
2431,650.9,5418.272,5500,NA,NA,NA
2432,650.1,5444.178,5500,NA,NA,NA
2433,650.6,5427.987,5500,NA,NA,NA
2434,652.5,5415.034,5500,NA,NA,NA
2435,654.6,5347.03,5500,NA,NA,NA
